file, totalLetter, totalWord, totalSentence, vietnamese formula result
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (100).txt,14813,1988,37,19.648360432867477
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1000).txt,18647,2583,76,15.235618517839313
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1001).txt,14879,2053,67,14.62324374232103
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1002).txt,19123,2796,84,14.33596975270795
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1003).txt,14610,2096,87,12.75923049925419
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1004).txt,20939,2665,66,17.789828870316676
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1005).txt,14624,2012,56,15.722493609769955
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1006).txt,10049,1311,44,15.289373136398307
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1007).txt,21682,2902,101,14.689332723761694
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1008).txt,18575,2638,102,13.255187382003598
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1009).txt,16996,2352,109,12.767977282656183
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (101).txt,13739,1791,54,15.975600223338915
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1010).txt,25014,3686,150,12.487102911918974
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1011).txt,9283,1260,43,14.595385751199704
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1012).txt,12756,1902,53,14.590607701922504
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1013).txt,31797,4465,146,14.359215511819478
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1014).txt,24780,3764,148,12.253330269695837
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1015).txt,20041,3069,134,11.640877236495918
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1016).txt,16478,2296,56,16.553658536585367
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1017).txt,12239,1921,75,11.864988374110709
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1018).txt,17254,2447,106,12.71914704952541
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1019).txt,10588,1521,50,14.006419460880998
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (102).txt,12100,1542,62,14.668097569139366
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1020).txt,18552,2450,104,13.856028257456828
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1021).txt,11849,1687,97,11.525771973673756
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1022).txt,18881,2732,110,12.789381072807135
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1023).txt,10699,1457,66,13.101493313367026
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1024).txt,25855,3296,99,16.347299450818866
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1025).txt,13032,1763,57,14.969856007005603
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1026).txt,19918,2713,65,17.03106864385154
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1027).txt,16566,2212,94,13.684683159555231
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1028).txt,17428,2212,81,15.219413747683792
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1029).txt,17079,2340,59,16.529639287266406
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (103).txt,10773,1397,46,15.496962435031591
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1030).txt,16775,2496,82,13.529311288305191
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1031).txt,16576,2259,130,12.150904757040216
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1032).txt,17736,2445,90,13.941308793456031
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1033).txt,9733,1430,75,11.425920745920745
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1034).txt,19826,2990,132,11.791841491841492
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1035).txt,21442,2934,100,14.48422358554874
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1036).txt,16935,2216,89,14.264071309779744
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1037).txt,13778,1906,63,14.508296274088508
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1038).txt,15992,2267,66,14.978210423600807
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1039).txt,16410,2295,75,14.420653594771245
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (104).txt,25435,3409,163,13.105086679612072
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1040).txt,19344,2660,146,12.188196518693996
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1041).txt,16569,2144,84,14.560918621179816
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1042).txt,10035,1405,74,12.081994806194096
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1043).txt,23422,3291,148,12.681268734550411
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1044).txt,16795,2304,65,15.668223824786324
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1045).txt,24976,3519,91,15.929007678879803
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1046).txt,20768,2908,122,13.050569373351074
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1047).txt,25860,3287,110,15.711076140166497
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1048).txt,19320,2549,112,13.71067155186908
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1049).txt,18983,2690,92,13.961580733796673
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (105).txt,14003,1933,53,15.78269968472118
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1050).txt,13265,1849,78,13.089322017445326
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1051).txt,22233,2864,85,16.26466151823858
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1052).txt,16851,2386,89,13.486692974938077
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1053).txt,21721,3126,120,13.106992962252079
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1054).txt,18421,2486,74,15.538709747559306
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1055).txt,13669,1819,58,15.30155068150367
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1056).txt,20759,2931,91,14.606889596244766
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1057).txt,17306,2322,82,14.569530051889664
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1058).txt,24488,3381,127,13.810064580436762
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1059).txt,17409,2428,84,14.121150074527343
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (106).txt,20653,2938,118,13.03888497882798
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1060).txt,23837,3048,100,15.737076115485564
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1061).txt,7861,1053,47,13.411525327837385
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1062).txt,23630,3142,122,14.192194592563993
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1063).txt,11659,1753,67,12.534604217929179
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1064).txt,17583,2315,72,15.621052315814737
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1065).txt,24368,3478,123,13.66793550166669
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1066).txt,14697,2056,99,12.450227960539245
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1067).txt,16003,2131,102,13.197671166073189
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1068).txt,18214,2287,64,17.075165336685615
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1069).txt,28736,3734,119,15.667167477596287
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (107).txt,10423,1419,35,16.799198630826538
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1070).txt,13281,1740,48,16.51551724137931
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1071).txt,23755,3047,97,15.874860180200908
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1072).txt,17872,2359,89,14.453306723949872
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1073).txt,11911,1695,69,12.967320764396565
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1074).txt,15728,2243,94,12.796415325219833
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1075).txt,17681,2399,127,12.518261217764621
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1076).txt,21217,2659,105,15.023392969071796
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1077).txt,18316,2656,105,12.851216293746415
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1078).txt,24126,3353,149,12.89136604102907
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1079).txt,12468,1670,62,14.318833301139655
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (108).txt,18511,2403,86,14.99494720746354
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1080).txt,20244,2650,99,14.632025919573088
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1081).txt,18972,2483,81,15.41237849475197
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1082).txt,17707,2404,104,13.354358121080253
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1083).txt,14905,1979,87,13.612588501100639
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1084).txt,13711,2051,84,12.253396717048595
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1085).txt,21920,3582,140,11.356115498125547
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1086).txt,22923,3518,142,11.986765848073091
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1087).txt,17905,2310,72,15.918831168831169
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1088).txt,16825,2575,82,13.348448969926594
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1089).txt,10458,1455,36,16.458591065292097
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (109).txt,20029,2979,116,12.583001122802145
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1090).txt,10264,1706,40,14.56282532239156
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (1091).txt,10884,1545,48,14.526820388349513
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (11).txt,18206,2585,85,14.168233018545909
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (110).txt,13924,1882,52,16.03548598054443
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (111).txt,27256,3469,146,14.466093422367187
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (112).txt,13352,1771,71,14.067219125026838
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (113).txt,15836,2420,69,14.10209605940831
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (114).txt,18037,2813,112,11.847245569041696
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (115).txt,11665,1830,60,12.84863387978142
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (116).txt,17772,2582,102,12.828817909813033
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (117).txt,17818,2674,95,12.95632484352242
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (118).txt,18591,2694,99,13.244205979618005
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (119).txt,18953,2707,72,15.522399745515742
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (12).txt,12815,1956,67,12.942077953789337
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (120).txt,21855,3137,116,13.342315302342456
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (121).txt,16624,2337,92,13.307221260999796
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (122).txt,19441,2407,70,17.030861178704967
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (123).txt,11520,1635,51,14.50350782514841
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (124).txt,16683,2297,77,14.49213711843229
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (125).txt,18727,2706,101,13.19950970706827
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (126).txt,37315,5060,196,13.912277163829959
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (127).txt,24972,3876,100,14.637448916408669
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (128).txt,16488,2092,79,15.059108841397006
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (129).txt,18277,2845,73,14.64302669908756
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (13).txt,15804,2197,75,14.245557881960249
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (130).txt,15065,2097,70,14.35957354043191
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (131).txt,18192,2310,69,16.446301524562394
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (132).txt,20473,2951,105,13.496248890610126
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (133).txt,20050,2718,105,13.930638074214237
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (134).txt,12003,1643,37,17.492158378707373
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (135).txt,16190,2117,82,14.45864373192622
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (136).txt,19789,2474,82,16.03172111915137
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (137).txt,22110,3044,126,13.358684270905034
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (138).txt,20357,2790,89,14.862494462566954
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (139).txt,17937,2436,96,13.801600985221675
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (14).txt,14672,1993,65,14.855840055579144
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (140).txt,17937,2436,96,13.801600985221675
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (141).txt,16550,2391,87,13.340131816149643
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (142).txt,27180,3676,145,13.858157667629733
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (143).txt,10664,1420,50,14.699718309859154
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (144).txt,5623,816,28,13.610434173669468
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (145).txt,10942,1531,67,12.864074792594831
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (146).txt,23725,3721,139,12.105905235499858
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (147).txt,20640,2690,73,16.715587920761827
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (148).txt,8842,1228,46,13.739781900580653
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (149).txt,16530,2035,60,17.02903357903358
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (15).txt,11685,1565,73,13.220578581119526
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (150).txt,35041,4468,158,15.341014018109085
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (151).txt,20028,2669,79,15.764830140715482
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (152).txt,16401,2119,45,18.897721147291698
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (153).txt,13810,1980,71,13.526959738227344
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (154).txt,21631,3144,104,13.80633196320219
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (155).txt,14083,1972,78,13.339371716856505
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (156).txt,18110,2498,118,12.733497984828542
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (157).txt,23001,3341,151,12.194097020561319
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (158).txt,15245,2108,91,13.096913902037244
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (159).txt,20276,2915,99,13.800381170192491
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (16).txt,15490,2142,75,14.175118580765641
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (160).txt,19023,2958,96,13.024568965517243
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (161).txt,22596,3272,104,14.104043633627985
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (162).txt,22110,3045,127,13.317443078235911
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (163).txt,16624,2337,92,13.307221260999796
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (164).txt,14514,2126,65,14.195348433316447
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (165).txt,21388,3063,106,13.744638688177211
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (166).txt,14838,2098,99,12.383283743054953
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (167).txt,10574,1517,63,12.756545395569788
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (168).txt,20666,2571,87,15.98657975562977
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (169).txt,35113,4825,191,13.606967419906141
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (17).txt,18814,2610,85,14.558034708136127
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (170).txt,19361,2835,105,13.058553791887128
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (171).txt,16177,2070,41,19.72751266643101
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (172).txt,11750,1655,66,13.214547285544263
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (173).txt,16895,2258,78,14.754314006041199
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (174).txt,11294,1483,52,14.935134083718033
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (175).txt,28303,3842,135,14.425324001773767
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (176).txt,10375,1556,51,13.437436362719897
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (177).txt,17086,2231,56,17.28475539476212
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (178).txt,10352,1553,52,13.304693149735005
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (179).txt,19670,2563,66,17.11586682273378
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (18).txt,20853,2962,85,15.049762878817969
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (180).txt,21483,2896,120,13.662992633517497
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (181).txt,11353,1613,55,13.942329932931298
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (182).txt,10421,1456,50,14.13856043956044
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (183).txt,13321,1790,68,14.148504765034506
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (184).txt,9862,1360,47,14.29017521902378
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (185).txt,11353,1613,55,13.942329932931298
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (186).txt,12302,1691,65,13.753047354774143
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (187).txt,22532,3074,115,14.005813696925124
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (188).txt,10858,1447,64,13.529476935038009
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (189).txt,12980,1788,71,13.555635378265116
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (19).txt,4706,634,21,14.883521105603123
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (190).txt,20963,2582,101,15.350671442047378
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (191).txt,17149,2377,88,13.831385053734657
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (192).txt,14498,2080,75,13.487051282051283
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (193).txt,16024,2118,55,16.833074083612328
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (194).txt,4678,708,24,13.114689265536725
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (195).txt,17777,2343,95,14.107194105622572
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (196).txt,29784,4127,168,13.346824339137157
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (197).txt,14187,1963,67,14.314108013169001
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (198).txt,16242,2183,61,16.03781681097602
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (199).txt,13114,2082,78,11.935963939998523
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (2).txt,20236,2732,103,14.118910005828084
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (20).txt,18765,2858,118,11.975628328450618
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (200).txt,11353,1613,55,13.942329932931298
data/ppVietnamese_by_catalog/Difficult/tcdcs/tcdcs (201).txt,11921,1669,62,13.669071686735343
