file, flesch_kincaid_grade, dale_chall_readability_score
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1040).txt,-5.4,1.3
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1041).txt,-0.7,1.9
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1042).txt,-5.0,1.35
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1043).txt,-3.3,1.56
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1044).txt,0.8,2.08
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1045).txt,3.1,2.38
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1046).txt,-0.8,1.87
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1047).txt,2.5,2.31
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1048).txt,-2.5,1.67
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1049).txt,0.2,2.01
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (105).txt,4.2,2.51
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1050).txt,-0.8,1.88
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1052).txt,0.3,2.02
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1053).txt,-3.0,1.61
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1054).txt,3.7,2.46
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1055).txt,-0.9,1.86
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1056).txt,1.5,2.18
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1057).txt,-1.1,1.85
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1058).txt,-0.2,1.96
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1059).txt,-1.0,1.86
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (106).txt,-1.6,1.78
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1060).txt,1.3,2.15
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1061).txt,-2.7,1.64
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1062).txt,-0.6,1.91
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1063).txt,-1.7,1.77
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1064).txt,3.8,2.46
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1065).txt,-4.4,1.42
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1066).txt,-2.9,1.61
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1067).txt,-3.3,1.57
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1068).txt,2.8,2.34
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1069).txt,1.8,2.22
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (107).txt,8.4,3.05
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1070).txt,2.7,2.33
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1071).txt,1.1,2.12
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1072).txt,-1.0,1.85
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1073).txt,-3.6,1.52
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1074).txt,-1.5,1.79
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1075).txt,-3.6,1.53
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1076).txt,0.3,2.02
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1077).txt,-1.7,1.76
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1078).txt,-3.5,1.54
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1079).txt,-0.0,1.98
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (108).txt,-5.1,1.33
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1014).txt,-2.8,1.63
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1031).txt,-5.0,1.35
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1051).txt,5.9,2.74
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1080).txt,-1.0,1.85
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (130).txt,1.3,2.15
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (160).txt,-0.3,1.95
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (190).txt,1.1,2.12
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (206).txt,-0.2,1.96
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (230).txt,-2.2,1.71
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (260).txt,5.7,2.7
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (277).txt,-0.6,1.9
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (293).txt,-3.1,1.59
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (207).txt,4.1,2.5
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (208).txt,-3.4,1.55
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (209).txt,1.8,2.22
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (21).txt,2.0,2.24
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (210).txt,2.5,2.3
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (211).txt,-0.8,1.87
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (212).txt,-1.7,1.77
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (213).txt,2.8,2.34
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (214).txt,3.6,2.44
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (215).txt,1.4,2.16
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (216).txt,-1.2,1.83
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (217).txt,5.7,2.7
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (218).txt,-2.5,1.67
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (219).txt,1.7,2.2
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (22).txt,-1.1,1.84
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (220).txt,3.3,2.4
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (221).txt,1.8,2.21
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (222).txt,-1.5,1.79
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (223).txt,2.7,2.33
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (224).txt,-2.8,1.63
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (225).txt,-4.8,1.37
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (226).txt,-5.3,1.31
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (227).txt,0.0,1.99
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (228).txt,2.7,2.32
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (229).txt,-2.6,1.66
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (23).txt,0.8,2.09
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1081).txt,2.9,2.35
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1082).txt,-2.3,1.69
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1083).txt,-1.8,1.76
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1084).txt,-3.3,1.57
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1085).txt,-4.0,1.47
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1086).txt,-3.3,1.56
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1087).txt,2.7,2.33
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1088).txt,-1.2,1.84
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1089).txt,6.9,2.86
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (109).txt,-1.9,1.74
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1090).txt,0.5,2.05
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (1091).txt,1.5,2.17
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (11).txt,0.9,2.1
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (110).txt,4.0,2.49
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (111).txt,-0.5,1.91
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (112).txt,-1.5,1.8
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (113).txt,2.0,2.24
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (114).txt,-2.8,1.63
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (115).txt,0.9,2.1
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (116).txt,-2.8,1.62
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (117).txt,0.0,1.98
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (118).txt,-2.0,1.73
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (119).txt,4.8,2.59
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (12).txt,-1.2,1.83
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (120).txt,-2.0,1.73
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (121).txt,-1.2,1.84
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (122).txt,4.5,2.56
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (123).txt,-1.0,1.86
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (124).txt,2.0,2.23
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (125).txt,-2.5,1.66
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (126).txt,-0.7,1.9
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (127).txt,1.8,2.21
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (128).txt,1.0,2.11
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (129).txt,1.4,2.16
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (13).txt,-1.0,1.86
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (278).txt,-3.5,1.54
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (279).txt,0.8,2.09
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (28).txt,-3.9,1.49
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (280).txt,-0.9,1.87
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (281).txt,1.9,2.22
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (282).txt,-1.6,1.78
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (283).txt,6.3,2.78
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (284).txt,0.1,1.99
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (285).txt,-1.7,1.77
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (286).txt,-0.2,1.95
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (287).txt,-1.5,1.79
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (288).txt,1.2,2.13
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (289).txt,-1.5,1.8
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (29).txt,-0.6,1.91
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (290).txt,-2.0,1.73
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (291).txt,1.4,2.16
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (292).txt,-0.5,1.91
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (131).txt,4.9,2.61
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (132).txt,-1.1,1.84
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (133).txt,-1.4,1.81
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (134).txt,9.6,3.21
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (135).txt,-2.2,1.71
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (136).txt,1.5,2.18
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (137).txt,-2.1,1.72
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (138).txt,2.0,2.24
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (139).txt,-0.5,1.91
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (14).txt,0.8,2.08
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (140).txt,-0.5,1.91
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (141).txt,-0.4,1.93
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (142).txt,-1.7,1.77
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (143).txt,-0.0,1.98
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (144).txt,-0.4,1.93
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (145).txt,-3.3,1.56
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (146).txt,-2.5,1.67
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (147).txt,6.6,2.82
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (148).txt,-0.1,1.96
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (149).txt,6.1,2.76
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (15).txt,-3.1,1.59
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (150).txt,1.7,2.2
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (151).txt,3.2,2.4
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (152).txt,13.9,3.75
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (153).txt,-1.8,1.76
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (154).txt,-1.4,1.81
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (155).txt,-1.8,1.76
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (156).txt,-3.3,1.56
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (157).txt,-4.6,1.39
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (158).txt,-2.4,1.68
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (159).txt,-1.3,1.82
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (16).txt,0.2,2.01
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (294).txt,0.5,2.05
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (295).txt,-4.4,1.42
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (296).txt,0.0,1.99
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (297).txt,3.3,2.41
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (298).txt,0.9,2.1
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (299).txt,0.6,2.05
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (3).txt,-0.1,1.97
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (30).txt,-0.4,1.93
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (300).txt,1.0,2.11
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (301).txt,2.5,2.3
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (302).txt,-0.9,1.86
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (303).txt,5.5,2.69
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (304).txt,-2.6,1.66
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (305).txt,2.5,2.31
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (306).txt,1.3,2.15
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (307).txt,-1.8,1.75
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (308).txt,-2.1,1.71
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (309).txt,-3.9,1.48
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (31).txt,-3.9,1.49
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (310).txt,-1.7,1.77
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (161).txt,-0.1,1.97
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (162).txt,-2.1,1.72
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (163).txt,-1.2,1.84
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (164).txt,1.3,2.15
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (165).txt,-1.5,1.79
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (166).txt,-4.1,1.46
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (167).txt,-3.3,1.56
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (168).txt,3.1,2.38
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (169).txt,-1.3,1.82
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (17).txt,2.0,2.23
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (170).txt,-0.8,1.87
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (171).txt,14.8,3.86
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (172).txt,-2.2,1.71
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (173).txt,2.0,2.24
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (174).txt,-1.6,1.78
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (175).txt,0.2,2.0
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (176).txt,0.1,2.0
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (177).txt,9.0,3.13
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (178).txt,-0.2,1.95
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (179).txt,6.9,2.86
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (18).txt,4.0,2.49
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (180).txt,-3.1,1.59
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (181).txt,0.8,2.09
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (182).txt,0.0,1.98
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (183).txt,-0.5,1.92
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (184).txt,-0.1,1.97
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (185).txt,0.8,2.09
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (186).txt,-1.4,1.81
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (187).txt,-0.0,1.98
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (188).txt,-3.4,1.55
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (189).txt,-2.3,1.7
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (19).txt,1.0,2.11
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (859).txt,0.5,2.05
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (86).txt,-1.9,1.74
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (860).txt,0.0,1.99
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (861).txt,-0.3,1.94
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (862).txt,-0.5,1.91
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (863).txt,-1.8,1.75
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (864).txt,-1.4,1.8
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (865).txt,-4.1,1.46
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (866).txt,-3.8,1.5
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (867).txt,-1.2,1.84
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (868).txt,3.0,2.37
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (869).txt,1.8,2.21
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (87).txt,3.5,2.43
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (870).txt,-0.6,1.9
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (871).txt,2.5,2.31
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (872).txt,2.6,2.31
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (873).txt,-0.4,1.93
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (874).txt,0.7,2.07
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (875).txt,-3.2,1.58
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (876).txt,-0.2,1.95
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (877).txt,3.1,2.38
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (878).txt,0.3,2.02
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (879).txt,-1.5,1.79
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (88).txt,2.3,2.27
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (191).txt,0.1,1.99
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (192).txt,-1.5,1.8
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (193).txt,6.8,2.84
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (194).txt,-0.2,1.95
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (195).txt,-0.8,1.88
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (196).txt,-2.2,1.71
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (197).txt,0.5,2.05
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (198).txt,3.8,2.47
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (199).txt,-4.0,1.47
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (2).txt,0.1,2.0
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (20).txt,-3.0,1.6
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (200).txt,0.8,2.09
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (201).txt,-1.5,1.79
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (202).txt,0.3,2.02
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (203).txt,-3.1,1.59
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (204).txt,0.5,2.04
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (205).txt,-2.5,1.66
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (231).txt,-0.7,1.89
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (232).txt,1.1,2.12
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (233).txt,3.7,2.45
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (234).txt,1.1,2.12
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (235).txt,-0.7,1.89
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (236).txt,-4.0,1.48
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (237).txt,-2.5,1.67
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (238).txt,-1.4,1.81
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (239).txt,1.7,2.2
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (24).txt,8.3,3.04
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (240).txt,-0.7,1.9
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (241).txt,-4.3,1.43
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (242).txt,-1.5,1.8
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (243).txt,-0.0,1.98
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (244).txt,-0.6,1.9
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (245).txt,-3.0,1.6
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (246).txt,-0.8,1.88
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (247).txt,-3.4,1.55
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (248).txt,1.9,2.22
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (249).txt,0.8,2.09
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (25).txt,0.0,1.99
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (250).txt,-1.7,1.77
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (251).txt,-0.4,1.93
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (252).txt,1.4,2.16
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (253).txt,-1.9,1.74
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (254).txt,-3.6,1.52
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (255).txt,5.8,2.72
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (256).txt,-3.6,1.53
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (257).txt,0.3,2.02
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (258).txt,-0.3,1.95
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (259).txt,-0.9,1.87
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (26).txt,-3.7,1.51
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (261).txt,-0.2,1.95
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (262).txt,1.7,2.2
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (263).txt,8.2,3.02
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (264).txt,-3.5,1.54
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (265).txt,-1.9,1.74
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (266).txt,3.3,2.4
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (267).txt,0.8,2.08
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (268).txt,7.1,2.89
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (269).txt,-2.8,1.63
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (27).txt,3.0,2.37
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (270).txt,-0.5,1.91
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (271).txt,-4.2,1.44
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (272).txt,-2.7,1.64
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (273).txt,14.1,3.77
data/Vietnamese_by_catalog/Difficult/tcdcs/tcdcs (274).txt,-1.1,1.84
